municipio,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
431610 Ronda Alta,-,-,-,-,1,1,-,1,4,4,-,-
431620 Rondinha,-,-,-,-,-,2,1,-,1,-,1,-
431630 Roque Gonzales,-,1,-,-,-,-,5,4,10,1,4,8
431640 Rosário do Sul,-,-,-,1,12,18,40,23,31,30,38,6
431642 Sagrada Família,-,-,-,-,2,-,-,4,2,-,1,1
431643 Saldanha Marinho,-,-,-,-,-,-,-,5,1,-,-,-
431645 Salto do Jacuí,-,-,-,1,-,1,6,18,5,8,11,-
431647 Salvador das Missões,-,-,-,-,-,-,-,-,-,-,-,-
431650 Salvador do Sul,-,-,1,1,1,4,2,-,-,9,5,1
431660 Sananduva,-,-,-,-,1,3,2,5,9,6,-,-
431710 Sant'Ana do Livramento,5,29,70,46,61,54,73,80,27,41,43,37
431670 Santa Bárbara do Sul,-,-,-,3,1,11,-,17,9,4,8,4
431673 Santa Cecília do Sul,-,-,-,-,-,-,-,1,-,1,4,-
431675 Santa Clara do Sul,-,-,-,-,2,2,2,3,3,2,3,2
431680 Santa Cruz do Sul,-,10,6,12,35,85,158,213,226,189,275,147
431697 Santa Margarida do Sul,-,-,-,-,-,-,-,1,-,1,-,-
431690 Santa Maria,-,9,25,110,156,222,300,359,470,564,107,204
431695 Santa Maria do Herval,-,-,-,-,-,2,-,2,2,1,3,1
431720 Santa Rosa,-,-,-,-,9,15,27,30,134,138,72,17
431725 Santa Tereza,-,-,-,-,-,-,-,-,1,-,-,-
431730 Santa Vitória do Palmar,-,-,-,1,4,9,16,18,3,-,3,6
431700 Santana da Boa Vista,-,-,-,-,-,-,-,-,-,-,-,-
431740 Santiago,-,-,1,-,3,29,76,105,137,155,122,37
431750 Santo Ângelo,-,-,-,1,-,2,18,17,40,43,29,14
431760 Santo Antônio da Patrulha,-,-,5,5,10,8,11,24,76,54,75,46
431770 Santo Antônio das Missões,-,-,-,-,2,5,2,14,6,2,-,-
431755 Santo Antônio do Palma,-,-,-,-,-,-,-,-,-,-,-,-
431775 Santo Antônio do Planalto,-,-,-,-,1,-,4,1,2,-,-,-
431780 Santo Augusto,-,-,-,-,1,1,1,3,1,-,1,-
431790 Santo Cristo,-,-,-,-,-,2,7,4,4,3,2,-
431795 Santo Expedito do Sul,-,-,-,-,-,-,-,-,-,-,-,-
431800 São Borja,-,1,1,12,53,101,168,103,153,66,51,31
431805 São Domingos do Sul,-,-,-,-,-,-,-,-,-,1,-,-
431810 São Francisco de Assis,-,-,-,-,-,-,-,8,4,4,3,1
431820 São Francisco de Paula,-,-,-,-,-,-,2,3,20,18,58,16
431830 São Gabriel,-,-,-,-,1,31,40,28,49,36,31,9
431840 São Jerônimo,-,-,-,-,-,-,-,-,-,-,-,-
431842 São João da Urtiga,-,-,-,-,-,-,-,-,1,2,-,-
431843 São João do Polêsine,-,-,-,-,1,8,4,2,2,2,4,1
431844 São Jorge,-,-,-,-,-,-,-,-,-,-,2,-
431845 São José das Missões,-,-,-,-,-,-,-,-,-,-,-,-
431846 São José do Herval,-,-,-,-,-,3,-,-,-,-,-,-
431848 São José do Hortêncio,-,-,-,-,-,-,-,-,-,-,-,-
431849 São José do Inhacorá,-,-,-,-,-,-,2,-,-,2,2,-
431850 São José do Norte,1,-,1,5,4,44,25,40,28,9,11,4
431860 São José do Ouro,-,1,-,-,-,-,-,-,-,-,3,2
431861 São José do Sul,-,-,-,-,-,-,2,1,1,-,-,1
431862 São José dos Ausentes,-,1,-,-,-,-,-,-,7,3,-,-
431870 São Leopoldo,1,4,23,129,147,133,95,282,318,224,192,68
431880 São Lourenço do Sul,-,-,-,4,2,7,8,17,20,17,6,1
431890 São Luiz Gonzaga,-,1,-,-,6,10,9,22,18,18,24,4
431900 São Marcos,-,-,-,4,4,22,32,20,32,40,28,3
431910 São Martinho,-,-,-,-,-,-,-,1,-,-,-,-
431912 São Martinho da Serra,-,-,-,-,-,-,-,-,1,1,-,-
431915 São Miguel das Missões,-,-,-,-,-,-,4,6,-,-,-,-
431920 São Nicolau,-,-,-,-,-,1,4,1,2,-,-,-
431930 São Paulo das Missões,-,-,-,-,-,-,-,-,-,-,-,3
431935 São Pedro da Serra,-,-,-,1,-,-,3,-,-,-,-,-
431936 São Pedro das Missões,-,-,-,-,-,-,-,4,1,-,-,-
431937 São Pedro do Butiá,-,-,-,-,-,-,-,-,-,-,-,-
431940 São Pedro do Sul,-,-,1,2,-,-,1,8,15,2,3,1
431950 São Sebastião do Caí,-,-,-,-,-,-,2,9,21,21,13,2
431960 São Sepé,-,-,2,6,15,24,26,24,23,17,24,3
431970 São Valentim,-,-,-,-,-,-,-,-,-,-,1,-
431971 São Valentim do Sul,-,-,-,-,-,3,3,-,-,-,2,-
431973 São Valério do Sul,-,-,-,-,-,-,-,2,1,1,1,-
431975 São Vendelino,-,-,-,-,-,1,1,-,-,1,-,1
431980 São Vicente do Sul,-,-,-,-,-,-,5,14,6,7,2,1
431990 Sapiranga,-,-,-,27,33,43,57,107,79,38,98,42
432000 Sapucaia do Sul,-,-,2,7,95,84,145,85,126,185,64,54
432010 Sarandi,-,-,-,-,-,-,1,21,11,40,11,7
432020 Seberi,-,-,-,-,-,6,3,7,6,8,1,2
432023 Sede Nova,-,-,-,-,4,3,-,2,1,-,1,-
432026 Segredo,-,-,-,-,-,-,1,5,1,-,-,-
432030 Selbach,-,-,1,3,5,2,2,7,3,2,3,2
432032 Senador Salgado Filho,-,-,-,-,3,4,6,7,6,2,2,2
432035 Sentinela do Sul,-,-,-,-,-,2,5,-,1,-,-,-
432040 Serafina Corrêa,-,-,6,2,2,7,16,15,15,14,14,10
432045 Sério,-,-,-,-,-,-,-,-,1,-,-,-
432050 Sertão,-,-,-,-,4,2,5,4,6,2,2,1
432055 Sertão Santana,-,-,-,-,-,-,-,-,-,1,-,-
432057 Sete de Setembro,-,-,-,-,-,-,-,-,-,-,-,-
432060 Severiano de Almeida,-,-,-,-,-,-,-,-,-,1,-,-
432065 Silveira Martins,-,-,-,-,-,-,-,2,-,1,-,-
432067 Sinimbu,-,-,-,1,-,-,1,5,1,2,4,1
432070 Sobradinho,-,-,-,-,4,3,4,3,6,10,7,1
432080 Soledade,-,-,-,-,-,3,18,31,39,16,11,14
432085 Tabaí,-,-,-,-,-,-,-,-,-,-,1,-
432090 Tapejara,-,-,1,-,-,5,6,33,33,31,43,21
432100 Tapera,-,2,-,-,-,10,12,9,4,4,-,1
432110 Tapes,-,-,2,1,3,6,9,25,22,17,30,15
432120 Taquara,-,-,3,-,2,6,12,27,30,61,85,75
432130 Taquari,-,-,-,-,1,4,11,19,11,19,7,1
432132 Taquaruçu do Sul,-,-,-,-,-,-,-,-,-,1,-,-
432135 Tavares,-,-,-,-,-,-,-,-,-,1,-,-
432140 Tenente Portela,-,-,-,-,-,-,-,6,4,4,2,-
432143 Terra de Areia,-,-,-,-,1,2,8,7,25,13,11,-
432145 Teutônia,-,1,1,10,24,31,34,24,40,50,64,24
432146 Tio Hugo,-,-,-,-,-,3,-,1,3,4,1,-
432147 Tiradentes do Sul,-,-,-,-,1,2,4,-,-,-,-,-
432149 Toropi,-,-,1,-,-,2,-,-,2,-,-,-
432150 Torres,-,-,-,35,50,39,28,42,47,36,23,26
432160 Tramandaí,-,-,-,3,32,17,26,58,104,145,57,18
432162 Travesseiro,-,-,-,-,-,-,-,-,-,-,-,-
432163 Três Arroios,-,-,-,-,-,-,-,-,-,1,-,-
432166 Três Cachoeiras,-,-,-,-,-,2,3,4,5,5,8,3
432170 Três Coroas,-,-,-,-,1,10,16,14,48,37,15,13
432180 Três de Maio,2,2,6,10,22,22,19,24,23,46,24,9
432183 Três Forquilhas,-,-,-,-,-,-,-,1,-,1,-,-
432185 Três Palmeiras,-,-,-,-,1,7,8,4,2,1,3,2
432190 Três Passos,-,-,-,-,-,-,1,2,6,6,28,1
432195 Trindade do Sul,-,-,-,-,-,2,4,2,1,1,4,-
432200 Triunfo,-,-,-,-,-,3,4,21,29,22,20,3
432210 Tucunduva,-,-,-,4,-,-,-,7,4,3,18,3
432215 Tunas,-,-,-,-,-,3,2,2,2,1,-,1
432218 Tupanci do Sul,-,-,-,-,-,-,-,-,-,-,-,-
432220 Tupanciretã,-,-,-,-,-,-,16,17,39,28,38,8
432225 Tupandi,-,-,-,-,-,2,5,-,-,5,6,8
432230 Tuparendi,-,-,-,-,-,-,1,-,-,7,-,-
432232 Turuçu,-,-,-,-,-,3,-,-,-,-,-,-
432234 Ubiretama,-,-,-,-,-,-,-,-,-,-,-,-
432235 União da Serra,-,-,-,-,-,-,2,-,-,1,-,-
432237 Unistalda,-,-,-,-,-,1,-,5,2,-,-,-
432240 Uruguaiana,-,-,13,78,81,122,112,200,266,172,174,122
432250 Vacaria,-,-,-,-,-,-,2,21,51,72,52,21
432253 Vale do Sol,-,-,-,-,-,-,7,3,2,2,3,-
432254 Vale Real,-,-,-,-,-,1,-,1,-,1,2,-
432252 Vale Verde,-,-,-,-,1,1,1,-,-,-,3,-
432255 Vanini,-,-,-,-,-,-,-,2,-,1,-,-
432260 Venâncio Aires,-,-,14,13,39,63,84,92,96,82,142,54
432270 Vera Cruz,-,-,-,-,-,5,11,8,9,7,8,7
432280 Veranópolis,-,-,2,16,22,27,22,29,13,18,21,4
432285 Vespasiano Correa,-,-,-,-,-,-,-,-,-,-,-,-
432290 Viadutos,-,-,-,-,-,-,2,2,-,3,4,1
432300 Viamão,-,4,16,31,7,23,71,49,191,579,482,281
432310 Vicente Dutra,-,-,-,-,-,-,-,1,2,1,-,-
432320 Victor Graeff,-,-,-,-,-,3,1,-,3,-,1,-
432330 Vila Flores,-,-,2,3,4,1,-,2,1,1,1,-
432335 Vila Lângaro,-,-,-,-,-,-,2,1,1,2,3,-
432340 Vila Maria,-,-,-,-,-,-,-,-,1,-,-,-
432345 Vila Nova do Sul,-,-,-,-,-,-,-,-,1,1,-,-
432350 Vista Alegre,-,-,-,-,-,-,-,-,-,-,-,-
432360 Vista Alegre do Prata,-,-,-,-,-,-,-,-,-,-,-,-
432370 Vista Gaúcha,-,-,-,-,-,-,-,-,-,-,-,-
432375 Vitória das Missões,-,-,-,-,-,-,-,-,-,1,-,-
432377 Westfalia,-,-,-,-,-,-,-,-,-,1,2,1
432380 Xangri-lá,-,-,-,-,4,3,3,3,5,18,11,12
430000 Município ignorado - RS,-,-,-,-,-,-,-,-,-,-,-,-
500020 Água Clara,-,2,1,-,-,-,1,-,12,4,-,-
500025 Alcinópolis,1,-,5,2,4,11,3,5,7,1,1,2
500060 Amambai,2,12,4,-,1,11,15,10,41,32,36,21
500070 Anastácio,-,3,7,2,2,5,1,23,66,38,14,4
500080 Anaurilândia,-,-,-,-,-,-,1,2,1,3,-,-
500085 Angélica,1,-,-,2,2,4,5,12,5,13,11,2
500090 Antônio João,5,2,1,4,1,6,14,17,18,1,1,-
500100 Aparecida do Taboado,1,3,2,4,1,7,4,3,11,6,-,-
500110 Aquidauana,9,14,13,40,24,50,40,58,66,72,19,28
500124 Aral Moreira,-,3,-,2,1,3,1,7,10,7,6,8
500150 Bandeirantes,-,-,1,-,-,-,2,9,5,5,2,2
500190 Bataguassu,-,1,-,-,6,5,4,14,24,10,4,2
500200 Batayporã,-,-,-,-,2,-,2,5,2,-,-,-
500210 Bela Vista,8,4,3,3,9,6,5,11,19,49,17,10
500215 Bodoquena,-,1,-,-,-,-,-,4,4,11,1,-
500220 Bonito,-,2,3,10,11,7,8,17,27,28,21,11
500230 Brasilândia,2,10,10,2,5,3,22,6,14,5,10,-
500240 Caarapó,2,4,5,1,5,4,8,10,10,10,7,3
500260 Camapuã,4,7,9,14,8,5,6,4,6,15,11,4
500270 Campo Grande,120,225,488,623,613,535,570,1615,2524,1786,1137,417
500280 Caracol,3,4,3,5,1,1,1,2,5,5,2,2
500290 Cassilândia,-,5,4,4,10,14,28,21,57,15,7,3
500295 Chapadão do Sul,-,10,2,3,1,4,17,29,46,26,28,9
500310 Corguinho,-,-,-,1,-,-,-,6,4,-,-,-
500315 Coronel Sapucaia,-,1,1,3,5,1,1,11,6,2,3,-
500320 Corumbá,14,12,23,45,57,71,65,64,73,91,32,27
500325 Costa Rica,-,-,2,4,14,17,26,18,11,17,16,1
500330 Coxim,6,12,14,35,25,25,17,14,24,23,8,2
500345 Deodápolis,-,-,-,-,-,-,-,1,5,2,4,2
500348 Dois Irmãos do Buriti,-,-,-,1,-,-,-,4,8,-,-,4
500350 Douradina,1,-,-,1,-,-,1,9,1,1,1,-
500370 Dourados,17,25,21,21,35,28,34,202,447,259,246,80
500375 Eldorado,-,-,-,1,-,-,-,8,3,-,-,-
500380 Fátima do Sul,-,6,4,1,3,4,5,14,26,9,18,10
500390 Figueirão,-,2,3,5,3,1,2,-,1,-,2,-
500400 Glória de Dourados,-,1,-,6,3,-,-,3,8,6,2,2
500410 Guia Lopes da Laguna,2,1,2,2,4,1,1,5,7,8,4,1
500430 Iguatemi,3,2,2,6,6,3,9,14,14,11,5,2
500440 Inocência,1,-,-,1,10,2,2,8,8,3,5,1
500450 Itaporã,-,-,-,3,1,5,-,3,10,11,7,-
500460 Itaquiraí,-,-,4,2,3,7,-,11,8,10,10,4
500470 Ivinhema,-,1,4,2,11,15,35,56,33,33,42,8
500480 Japorã,-,-,4,5,1,1,12,12,18,2,2,2
500490 Jaraguari,-,-,-,-,-,-,-,5,9,-,1,-
500500 Jardim,7,13,15,17,9,9,11,29,34,22,17,14
500510 Jateí,-,-,-,-,-,-,-,9,5,5,-,-
500515 Juti,-,-,-,-,-,-,-,2,4,2,1,2
500520 Ladário,-,-,2,2,1,-,2,3,9,1,3,3
500525 Laguna Carapã,1,3,1,1,2,-,-,2,8,6,3,2
500540 Maracaju,6,7,3,14,18,19,18,71,96,64,44,18
500560 Miranda,1,-,-,-,-,2,1,4,6,7,7,-
500568 Mundo Novo,2,2,1,-,-,1,-,15,5,5,1,6
500570 Naviraí,1,1,11,6,16,16,51,57,112,142,125,57
500580 Nioaque,2,6,3,3,2,7,5,5,5,9,9,5
500600 Nova Alvorada do Sul,1,1,1,-,4,8,8,3,6,2,3,4
500620 Nova Andradina,-,7,10,3,4,3,1,60,49,48,25,6
500625 Novo Horizonte do Sul,-,-,1,-,1,1,-,5,7,6,3,3
500627 Paraíso das Águas,-,-,-,-,-,-,1,-,3,2,3,-
500630 Paranaíba,25,13,8,18,2,7,24,86,47,23,3,2
500635 Paranhos,2,4,4,-,7,8,29,8,3,-,-,-
500640 Pedro Gomes,-,-,-,-,-,1,1,1,4,1,3,-
500660 Ponta Porã,1,8,31,40,43,39,44,43,65,128,34,31
500690 Porto Murtinho,5,8,5,3,10,33,35,23,38,10,10,1
500710 Ribas do Rio Pardo,1,10,9,2,16,13,6,16,21,9,2,1
500720 Rio Brilhante,2,2,-,1,2,5,3,17,14,9,4,1
500730 Rio Negro,-,-,-,-,1,2,1,5,4,2,-,-
500740 Rio Verde de Mato Grosso,4,2,2,8,7,16,19,26,23,8,5,6
500750 Rochedo,-,-,-,1,3,1,5,1,6,1,3,1
500755 Santa Rita do Pardo,-,-,1,-,23,1,1,4,4,-,-,1
500769 São Gabriel do Oeste,3,4,4,4,2,19,20,42,43,33,20,9
500780 Selvíria,-,1,-,1,-,-,-,1,2,2,1,-
500770 Sete Quedas,-,1,-,1,2,-,-,2,2,1,-,-
500790 Sidrolândia,2,2,6,18,13,27,26,28,36,41,35,14
500793 Sonora,19,12,9,11,27,12,15,7,10,2,3,1
500795 Tacuru,-,4,2,9,11,20,7,16,16,12,-,4
500797 Taquarussu,-,-,-,-,-,-,4,2,8,2,-,4
500800 Terenos,-,-,1,12,1,-,2,2,3,9,6,2
500830 Três Lagoas,41,9,23,7,10,14,42,38,34,52,160,115
500840 Vicentina,-,-,-,-,-,-,-,2,4,4,1,1
500000 Município ignorado - MS,-,-,-,-,-,-,-,-,-,-,-,-
510010 Acorizal,-,-,-,-,-,-,1,2,5,-,-,-
510020 Água Boa,-,1,-,3,3,2,1,1,7,15,11,12
510025 Alta Floresta,-,-,1,-,-,1,1,16,11,2,22,4
510030 Alto Araguaia,-,-,-,-,-,-,-,4,1,3,3,1
510035 Alto Boa Vista,-,-,-,-,-,-,-,-,-,4,-,-
510040 Alto Garças,-,-,-,1,-,-,2,2,7,5,11,-
510050 Alto Paraguai,-,-,-,-,1,-,-,-,-,-,-,-
510060 Alto Taquari,-,-,-,-,-,-,1,2,13,8,4,6
510080 Apiacás,-,-,-,-,-,-,-,-,-,-,-,-
510100 Araguaiana,-,-,-,1,-,-,1,1,1,-,-,-
510120 Araguainha,-,-,-,-,-,-,1,1,-,-,-,-
510125 Araputanga,-,2,1,1,9,6,12,11,6,6,3,-
510130 Arenápolis,-,-,-,-,-,-,-,-,-,-,-,-
510140 Aripuanã,-,-,-,-,-,1,4,5,16,48,26,9
510160 Barão de Melgaço,-,-,-,-,-,-,-,-,-,-,-,-
510170 Barra do Bugres,-,1,-,-,-,1,11,8,10,7,8,5
510180 Barra do Garças,-,2,-,2,5,9,49,53,19,37,2,1
510185 Bom Jesus do Araguaia,-,-,-,1,-,-,-,1,1,-,-,-
510190 Brasnorte,-,-,1,-,-,-,-,2,-,6,1,-
510250 Cáceres,-,-,-,1,-,-,2,-,-,2,-,1
510260 Campinápolis,-,-,-,-,-,-,-,2,7,2,1,-
510263 Campo Novo do Parecis,-,-,-,1,2,2,4,5,6,4,5,2
510267 Campo Verde,-,2,2,-,4,2,7,1,-,-,-,3
510268 Campos de Júlio,-,-,-,-,-,1,2,3,2,6,6,4
510269 Canabrava do Norte,-,-,-,-,-,-,-,-,-,-,-,1
510270 Canarana,-,3,1,-,3,1,5,6,7,11,3,2
510279 Carlinda,-,-,-,-,1,-,-,-,2,1,-,-
510285 Castanheira,-,-,-,-,2,-,-,-,-,2,2,-
510300 Chapada dos Guimarães,-,-,-,-,-,-,-,3,5,1,1,-
510305 Cláudia,-,-,-,-,1,4,-,2,1,-,1,-
510310 Cocalinho,-,-,-,-,-,-,-,-,9,10,5,1
510320 Colíder,-,2,-,-,-,-,2,20,7,5,12,10
510325 Colniza,-,-,2,-,-,-,-,5,12,5,7,6
510330 Comodoro,-,-,-,-,2,-,3,9,4,8,2,2
510335 Confresa,-,-,-,6,6,9,8,14,15,46,37,14
510336 Conquista D'Oeste,-,-,-,-,1,-,-,-,-,-,-,1
510337 Cotriguaçu,-,-,-,-,1,-,-,1,1,1,-,1
510340 Cuiabá,5,31,20,69,136,298,364,247,831,910,612,53
510343 Curvelândia,-,-,-,-,-,-,-,-,-,-,-,-
510345 Denise,-,-,-,-,-,-,-,-,-,-,-,-
510350 Diamantino,-,2,-,1,-,-,1,9,7,5,7,1
510360 Dom Aquino,-,-,-,-,-,-,-,1,1,3,-,3
510370 Feliz Natal,-,6,-,-,1,2,-,-,1,8,2,2
510380 Figueirópolis D'Oeste,-,-,-,-,-,-,-,-,-,2,2,4
510385 Gaúcha do Norte,-,-,-,2,1,-,3,-,1,3,4,2
510390 General Carneiro,-,-,1,-,1,2,1,8,1,10,7,10
510395 Glória D'Oeste,-,-,-,-,-,-,-,-,-,-,-,-
510410 Guarantã do Norte,-,-,-,-,-,-,-,-,11,-,1,4
510420 Guiratinga,-,1,3,1,2,-,-,-,3,7,13,-
510450 Indiavaí,-,-,1,-,1,4,4,1,-,-,-,-
510452 Ipiranga do Norte,-,-,-,2,-,-,-,-,1,-,-,-
510454 Itanhangá,-,-,-,-,-,-,-,2,-,4,1,5
510455 Itaúba,-,-,-,-,1,1,-,1,5,2,-,-
510460 Itiquira,-,-,-,-,1,1,-,-,3,6,1,-
510480 Jaciara,-,-,-,-,1,-,-,3,3,-,-,-
510490 Jangada,-,-,-,-,-,-,-,-,-,5,1,1
510500 Jauru,-,-,-,-,-,-,-,1,-,-,1,-
510510 Juara,-,-,-,-,-,-,10,15,8,5,12,2
510515 Juína,-,-,1,6,-,14,6,18,48,31,12,11
510517 Juruena,-,-,-,-,-,3,-,-,-,2,3,2
510520 Juscimeira,-,-,-,-,-,-,-,-,1,3,1,-
510523 Lambari D'Oeste,-,-,-,-,-,1,-,2,3,3,1,-
510525 Lucas do Rio Verde,-,-,-,2,-,-,-,39,65,5,26,8
510530 Luciara,-,-,-,-,-,2,-,-,-,-,-,-
510558 Marcelândia,-,-,-,-,-,3,5,21,14,12,11,1
510560 Matupá,-,1,-,2,3,2,-,-,-,-,-,1
510562 Mirassol d'Oeste,4,7,4,1,-,1,-,2,19,9,4,4
510590 Nobres,-,-,-,-,-,-,-,-,-,-,-,1
510600 Nortelândia,-,4,-,-,-,3,-,1,1,-,1,-
510610 Nossa Senhora do Livramento,-,-,4,-,-,-,-,1,8,1,-,-
510615 Nova Bandeirantes,-,1,-,-,1,-,-,-,1,1,3,4
510620 Nova Brasilândia,-,-,-,-,-,1,-,-,-,-,-,-
510621 Nova Canaã do Norte,-,-,-,-,2,-,-,1,-,-,1,1
510880 Nova Guarita,-,-,-,-,-,-,1,-,-,-,-,-
510618 Nova Lacerda,-,-,-,-,-,1,-,1,-,-,-,-
510885 Nova Marilândia,-,-,1,-,-,1,-,-,-,1,-,1
510890 Nova Maringá,-,-,-,-,-,-,-,-,-,-,-,1
510895 Nova Monte Verde,-,-,-,-,-,-,-,-,1,-,-,-
510622 Nova Mutum,-,5,1,1,2,20,21,51,46,81,75,30
510617 Nova Nazaré,-,-,-,-,-,-,-,-,-,-,-,-
510623 Nova Olímpia,-,-,-,1,-,-,2,2,1,1,3,-
510619 Nova Santa Helena,-,-,-,-,-,-,2,8,5,5,1,-
510624 Nova Ubiratã,-,-,1,2,1,1,5,9,6,12,8,1
510625 Nova Xavantina,-,6,4,5,2,10,3,-,9,6,4,2
510627 Novo Horizonte do Norte,-,1,1,-,-,1,2,1,5,3,2,3
510626 Novo Mundo,-,-,-,-,-,-,-,-,-,1,1,1
510631 Novo Santo Antônio,-,-,-,-,-,1,-,-,-,-,-,-
510628 Novo São Joaquim,-,-,-,-,1,-,-,4,3,1,1,-
510629 Paranaíta,-,1,-,-,-,-,1,-,-,1,-,-
510630 Paranatinga,-,4,-,1,-,1,-,-,-,-,-,2
510637 Pedra Preta,-,-,-,-,-,-,1,-,4,1,-,-
510642 Peixoto de Azevedo,-,-,-,1,3,3,3,6,25,32,25,8
510645 Planalto da Serra,-,-,-,-,-,-,-,-,-,-,2,-
510650 Poconé,-,-,-,-,-,-,-,6,9,11,5,-
510665 Pontal do Araguaia,-,1,-,-,3,2,-,-,5,11,6,1
510670 Ponte Branca,-,-,-,-,-,-,-,-,-,-,-,-
510675 Pontes e Lacerda,1,1,-,5,18,15,17,-,-,3,3,-
510677 Porto Alegre do Norte,1,1,1,9,4,-,-,1,-,-,1,-
510680 Porto dos Gaúchos,-,-,-,5,-,-,-,1,-,3,1,-
510682 Porto Esperidião,-,-,-,-,1,-,-,-,-,19,3,2
510685 Porto Estrela,-,-,-,-,-,-,-,-,-,-,-,-
510700 Poxoréo,-,2,1,-,-,-,-,-,-,-,2,-
510704 Primavera do Leste,-,18,8,8,2,21,15,14,41,67,45,24
510706 Querência,-,-,-,-,-,-,-,-,-,13,12,5
510715 Reserva do Cabaçal,-,-,-,-,-,-,-,-,-,-,-,-
510718 Ribeirão Cascalheira,-,-,1,-,-,3,-,1,-,6,3,-
510719 Ribeirãozinho,-,-,-,2,-,-,-,-,-,-,1,-
510720 Rio Branco,-,-,-,-,-,-,-,-,-,1,-,-
510757 Rondolândia,-,-,-,-,-,-,-,-,-,1,2,-
510760 Rondonópolis,-,-,41,18,46,72,65,58,92,121,49,17
510770 Rosário Oeste,-,-,-,-,-,-,-,-,1,2,-,-
510775 Salto do Céu,-,-,-,-,-,-,-,-,1,-,-,-
510724 Santa Carmem,-,-,-,2,-,-,-,-,2,-,-,-
510774 Santa Cruz do Xingu,-,-,-,-,-,-,-,-,-,-,-,1
510776 Santa Rita do Trivelato,-,-,-,-,-,-,3,1,1,-,-,-
510777 Santa Terezinha,-,-,6,1,-,-,1,8,10,3,-,-
510726 Santo Afonso,-,-,-,-,-,-,-,-,2,-,-,-
510779 Santo Antônio do Leste,-,-,-,-,1,-,2,4,-,-,-,-
510780 Santo Antônio do Leverger,-,-,-,-,-,-,-,-,-,1,-,-
510785 São Félix do Araguaia,-,-,-,-,-,-,-,4,5,12,9,2
510729 São José do Povo,-,-,-,-,-,-,-,-,1,3,-,-
510730 São José do Rio Claro,-,-,-,-,-,2,1,8,5,6,3,1
510735 São José do Xingu,-,1,-,1,-,-,6,5,2,3,1,-
510710 São José dos Quatro Marcos,-,1,-,-,-,-,-,-,-,-,-,-
510740 São Pedro da Cipa,-,-,-,-,-,-,-,-,-,1,6,-
510787 Sapezal,-,2,3,2,-,-,-,-,14,7,10,2
510788 Serra Nova Dourada,-,-,-,-,1,-,-,-,-,-,-,-
510790 Sinop,-,-,-,-,-,-,-,-,-,-,7,21
510792 Sorriso,-,2,5,1,1,1,4,18,19,1,1,1
510794 Tabaporã,-,-,-,1,1,1,1,8,3,1,3,2
510795 Tangará da Serra,-,5,6,20,11,36,115,108,125,115,113,34
510800 Tapurah,-,2,-,-,3,1,1,2,2,7,4,-
510805 Terra Nova do Norte,-,-,-,-,-,-,-,-,-,-,-,-
510810 Tesouro,-,1,3,-,5,1,1,2,-,-,-,-
510820 Torixoréu,-,-,-,-,-,-,-,1,3,1,1,-
510830 União do Sul,-,-,-,1,-,3,1,-,1,-,2,-
510835 Vale de São Domingos,-,-,-,-,-,-,-,-,-,-,-,-
510840 Várzea Grande,-,1,30,13,11,66,54,69,81,7,10,-
510850 Vera,-,-,-,-,-,-,-,-,2,1,-,2
510550 Vila Bela da Santíssima Trindade,-,-,1,-,-,-,-,3,6,2,2,-
510860 Vila Rica,-,1,-,-,1,-,-,5,9,2,1,-
510000 Município ignorado - MT,-,-,-,-,-,-,-,-,-,-,-,-
520005 Abadia de Goiás,-,-,-,-,-,1,-,3,-,2,2,-
520010 Abadiânia,-,-,-,-,-,-,1,1,3,5,2,1
520013 Acreúna,-,-,-,-,-,-,-,-,1,-,-,8
520015 Adelândia,-,-,-,-,-,-,-,-,-,-,-,-
520017 Água Fria de Goiás,-,-,-,-,-,-,-,-,1,-,4,-
520020 Água Limpa,-,-,-,-,1,-,-,1,-,1,-,-
520025 Águas Lindas de Goiás,-,-,-,-,-,1,-,26,112,173,118,54
520030 Alexânia,-,-,-,-,-,-,-,1,4,2,7,6
520050 Aloândia,-,-,-,-,-,-,-,-,-,-,-,-
520055 Alto Horizonte,-,-,-,-,-,4,-,-,1,-,-,-
520060 Alto Paraíso de Goiás,-,-,-,-,2,1,11,6,3,5,2,2
520080 Alvorada do Norte,-,-,-,-,1,1,-,2,1,1,2,1
520082 Amaralina,-,-,-,-,-,-,-,-,-,1,-,-
520085 Americano do Brasil,-,-,-,-,-,-,-,-,2,-,-,1
520090 Amorinópolis,-,-,-,-,-,-,-,-,-,-,-,1
520110 Anápolis,1,20,31,68,55,54,137,129,335,311,379,300
520120 Anhanguera,-,-,-,-,-,-,-,-,2,-,-,-
520130 Anicuns,-,-,-,-,-,1,-,3,16,6,3,2
520140 Aparecida de Goiânia,3,5,19,16,34,339,350,336,535,574,492,339
520145 Aparecida do Rio Doce,-,-,-,-,-,2,-,2,1,-,-,-
520150 Aporé,-,-,-,-,1,-,-,2,-,1,-,-
520160 Araçu,-,-,-,-,-,-,-,-,-,-,-,-
520170 Aragarças,-,-,-,-,2,-,3,4,6,4,4,4
520180 Aragoiânia,-,-,-,-,1,-,-,-,3,4,-,-
520215 Araguapaz,-,2,2,-,-,1,-,1,1,-,1,-
520235 Arenópolis,-,-,-,-,2,1,-,2,-,3,3,-
520250 Aruanã,-,-,-,-,-,-,-,-,-,1,-,5
